"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-21 13:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-21 13:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-21 13:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-21 19:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-21 19:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-21 19:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 00:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 00:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 00:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 01:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 01:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 01:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 06:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 06:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 06:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 07:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 07:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 07:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 12:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 12:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 12:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 13:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 13:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 13:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 18:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 18:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 18:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-22 19:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-22 19:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-22 19:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 00:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 00:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 00:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 01:12:01
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 01:12:01
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 01:12:01
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 07:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 07:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 07:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 12:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 12:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 12:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 13:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 13:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 13:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-23 19:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-23 19:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-23 19:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-24 00:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-24 00:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-24 00:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-24 01:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-24 01:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-24 01:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-24 06:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-24 06:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-24 06:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-24 07:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-24 07:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-24 07:12:00
"All Hospital Beds",3094,2355,"739",76.1,23.9,2021-03-24 13:12:00
"ICU Beds",317,271,"46",85.5,14.5,2021-03-24 13:12:00
"Ventilators",259,87,"172",33.6,66.4,2021-03-24 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-24 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-24 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-24 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-25 00:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-25 00:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-25 00:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-25 01:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-25 01:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-25 01:12:01
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-25 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-25 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-25 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-25 13:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-25 13:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-25 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-25 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-25 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-25 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-26 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-26 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-26 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-26 07:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-26 07:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-26 07:12:01
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-26 13:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-26 13:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-26 13:12:01
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-26 18:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-26 18:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-26 18:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-26 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-26 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-26 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 12:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 12:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 12:12:01
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 13:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 13:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 18:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 18:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 18:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-27 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-27 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-27 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-28 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-28 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-28 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-28 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-28 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-28 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-28 13:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-28 13:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-28 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-28 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-28 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-28 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 06:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 06:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 06:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 12:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 12:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 12:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 13:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 13:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 18:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 18:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 18:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-29 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-29 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-29 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-30 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-30 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-30 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-30 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-30 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-30 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-30 12:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-30 12:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-30 12:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-30 13:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-30 13:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-30 13:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-30 19:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-30 19:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-30 19:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-31 01:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-31 01:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-31 01:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-31 07:12:00
"ICU Beds",317,289,"28",91.2,8.8,2021-03-31 07:12:00
"Ventilators",259,85,"174",32.8,67.2,2021-03-31 07:12:00
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-31 12:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-31 12:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-31 12:12:01
"All Hospital Beds",3102,2449,"653",78.9,21.1,2021-03-31 13:12:01
"ICU Beds",317,289,"28",91.2,8.8,2021-03-31 13:12:01
"Ventilators",259,85,"174",32.8,67.2,2021-03-31 13:12:01
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-03-31 18:12:00
"ICU Beds",317,260,"57",82,18,2021-03-31 18:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-03-31 18:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-03-31 19:12:00
"ICU Beds",317,260,"57",82,18,2021-03-31 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-03-31 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-01 01:12:01
"ICU Beds",317,260,"57",82,18,2021-04-01 01:12:01
"Ventilators",259,72,"187",27.8,72.2,2021-04-01 01:12:01
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-01 07:12:01
"ICU Beds",317,260,"57",82,18,2021-04-01 07:12:01
"Ventilators",259,72,"187",27.8,72.2,2021-04-01 07:12:01
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-01 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-01 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-01 13:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-01 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-01 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-01 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-02 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-02 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-02 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-02 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-02 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-02 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-02 13:12:01
"ICU Beds",317,260,"57",82,18,2021-04-02 13:12:01
"Ventilators",259,72,"187",27.8,72.2,2021-04-02 13:12:01
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-02 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-02 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-02 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-03 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-03 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-03 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-03 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-03 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-03 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-03 12:12:00
"ICU Beds",317,260,"57",82,18,2021-04-03 12:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-03 12:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-03 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-03 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-03 13:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-03 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-03 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-03 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 00:12:01
"ICU Beds",317,260,"57",82,18,2021-04-04 00:12:01
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 00:12:01
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 12:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 12:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 12:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 13:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 18:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 18:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-04 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-04 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-04 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-05 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-05 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-05 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-05 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-05 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-05 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-05 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-05 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-05 13:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-05 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-05 18:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-05 18:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-05 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-05 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-05 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-06 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-06 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-06 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-06 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-06 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-06 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-06 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-06 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-06 13:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-06 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-06 18:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-06 18:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-06 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-06 19:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-06 19:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-07 00:12:00
"ICU Beds",317,260,"57",82,18,2021-04-07 00:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-07 00:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-07 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-07 01:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-07 01:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-07 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-07 07:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-07 07:12:00
"All Hospital Beds",3102,2409,"693",77.7,22.3,2021-04-07 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-07 13:12:00
"Ventilators",259,72,"187",27.8,72.2,2021-04-07 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-07 18:19:52
"ICU Beds",317,260,"57",82,18,2021-04-07 18:19:52
"Ventilators",258,77,"181",29.8,70.2,2021-04-07 18:19:52
"All Hospital Beds",3076,2307,"769",75,25,2021-04-07 19:12:01
"ICU Beds",317,260,"57",82,18,2021-04-07 19:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-07 19:12:01
"All Hospital Beds",3076,2307,"769",75,25,2021-04-08 01:12:01
"ICU Beds",317,260,"57",82,18,2021-04-08 01:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-08 01:12:01
"All Hospital Beds",3076,2307,"769",75,25,2021-04-08 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-08 07:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-08 07:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-08 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-08 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-08 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-08 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-08 18:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-08 18:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-08 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-08 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-08 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 00:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 00:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 00:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 01:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 01:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 07:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 07:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 18:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 18:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-09 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-09 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-09 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-10 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-10 01:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-10 01:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-10 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-10 07:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-10 07:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-10 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-10 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-10 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-10 18:12:00
"ICU Beds",317,260,"57",82,18,2021-04-10 18:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-10 18:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-10 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-10 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-10 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-11 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-11 01:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-11 01:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-11 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-11 07:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-11 07:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-11 12:12:00
"ICU Beds",317,260,"57",82,18,2021-04-11 12:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-11 12:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-11 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-11 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-11 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-11 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-11 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-11 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-12 00:12:02
"ICU Beds",317,260,"57",82,18,2021-04-12 00:12:02
"Ventilators",258,77,"181",29.8,70.2,2021-04-12 00:12:02
"All Hospital Beds",3076,2307,"769",75,25,2021-04-12 01:12:01
"ICU Beds",317,260,"57",82,18,2021-04-12 01:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-12 01:12:01
"All Hospital Beds",3076,2307,"769",75,25,2021-04-12 07:12:01
"ICU Beds",317,260,"57",82,18,2021-04-12 07:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-12 07:12:01
"All Hospital Beds",3076,2307,"769",75,25,2021-04-12 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-12 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-12 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-12 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-12 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-12 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-13 00:12:01
"ICU Beds",317,260,"57",82,18,2021-04-13 00:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-13 00:12:01
"All Hospital Beds",3076,2307,"769",75,25,2021-04-13 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-13 01:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-13 01:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-13 07:12:00
"ICU Beds",317,260,"57",82,18,2021-04-13 07:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-13 07:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-13 13:12:00
"ICU Beds",317,260,"57",82,18,2021-04-13 13:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-13 13:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-13 19:12:00
"ICU Beds",317,260,"57",82,18,2021-04-13 19:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-13 19:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-14 01:12:00
"ICU Beds",317,260,"57",82,18,2021-04-14 01:12:00
"Ventilators",258,77,"181",29.8,70.2,2021-04-14 01:12:00
"All Hospital Beds",3076,2307,"769",75,25,2021-04-14 07:12:01
"ICU Beds",317,260,"57",82,18,2021-04-14 07:12:01
"Ventilators",258,77,"181",29.8,70.2,2021-04-14 07:12:01
"All Hospital Beds",3082,2513,"569",81.5,18.5,2021-04-14 13:12:00
