"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-21 19:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-21 19:12:00
"Ventilators",258,80,178,31,69,2021-06-21 19:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-22 00:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-22 00:12:00
"Ventilators",258,80,178,31,69,2021-06-22 00:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-22 01:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-22 01:12:00
"Ventilators",258,80,178,31,69,2021-06-22 01:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-22 07:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-22 07:12:00
"Ventilators",258,80,178,31,69,2021-06-22 07:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-22 13:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-22 13:12:00
"Ventilators",258,80,178,31,69,2021-06-22 13:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-22 19:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-22 19:12:00
"Ventilators",258,80,178,31,69,2021-06-22 19:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-23 01:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-23 01:12:00
"Ventilators",258,80,178,31,69,2021-06-23 01:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-23 07:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-23 07:12:00
"Ventilators",258,80,178,31,69,2021-06-23 07:12:00
"All Hospital Beds",3086,2587,499,83.8,16.2,2021-06-23 13:12:00
"ICU Beds",317,290,27,91.5,8.5,2021-06-23 13:12:00
"Ventilators",258,80,178,31,69,2021-06-23 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-23 19:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-23 19:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-23 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-24 01:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-24 01:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-24 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-24 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-24 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-24 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-24 13:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-24 13:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-24 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-24 18:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-24 18:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-24 18:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-24 19:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-24 19:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-24 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-25 01:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-25 01:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-25 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-25 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-25 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-25 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-25 13:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-25 13:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-25 13:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-25 19:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-25 19:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-25 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-26 01:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-26 01:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-26 01:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-26 07:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-26 07:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-26 07:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-26 13:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-26 13:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-26 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-26 19:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-26 19:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-26 19:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-27 01:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-27 01:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-27 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-27 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-27 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-27 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-27 13:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-27 13:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-27 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-27 18:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-27 18:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-27 18:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-27 19:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-27 19:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-27 19:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-28 01:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-28 01:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-28 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-28 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-28 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-28 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-28 13:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-28 13:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-28 13:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-28 18:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-28 18:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-28 18:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-28 19:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-28 19:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-28 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 01:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 01:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 12:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 12:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 12:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 13:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 13:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 18:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 18:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 18:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-29 19:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-29 19:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-29 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-30 01:12:01
"ICU Beds",317,290,25,91.5,8.5,2021-06-30 01:12:01
"Ventilators",417,135,282,32.4,67.6,2021-06-30 01:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-30 07:12:00
"ICU Beds",317,290,25,91.5,8.5,2021-06-30 07:12:00
"Ventilators",417,135,282,32.4,67.6,2021-06-30 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-30 12:12:01
"ICU Beds",317,288,26,90.9,9.1,2021-06-30 12:12:01
"Ventilators",398,116,282,29.1,70.9,2021-06-30 12:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-06-30 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-06-30 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-06-30 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-06-30 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-06-30 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-06-30 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-01 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-01 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-01 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-01 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-01 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-01 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-01 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-01 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-01 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-01 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-01 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-01 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-02 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-02 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-02 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-02 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-02 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-02 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-02 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-02 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-02 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-02 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-02 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-02 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-03 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-03 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-03 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-03 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-03 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-03 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-03 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-03 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-03 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-03 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-03 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-03 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-04 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-04 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-04 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-04 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-04 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-04 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-04 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-04 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-04 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-04 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-04 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-04 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 01:12:01
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 01:12:01
"Ventilators",398,116,282,29.1,70.9,2021-07-05 01:12:01
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-05 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 12:14:50
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 12:14:50
"Ventilators",398,116,282,29.1,70.9,2021-07-05 12:14:50
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-05 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 18:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 18:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-05 18:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-05 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-05 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-05 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 00:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 00:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 00:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 06:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 06:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 06:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 12:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 12:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 12:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 13:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-06 19:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-06 19:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-06 19:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-07 01:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-07 01:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-07 01:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-07 07:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-07 07:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-07 07:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-07 12:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-07 12:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-07 12:12:00
"All Hospital Beds",3086,2560,461,83,17,2021-07-07 13:12:00
"ICU Beds",317,288,26,90.9,9.1,2021-07-07 13:12:00
"Ventilators",398,116,282,29.1,70.9,2021-07-07 13:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-07 18:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-07 18:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-07 18:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-07 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-07 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-07 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 00:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 00:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-08 00:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-08 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 06:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 06:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-08 06:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 07:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 07:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-08 07:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 12:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 12:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-08 12:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 13:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 13:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-08 13:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 18:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 18:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-08 18:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-08 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-08 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-08 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-09 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 07:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 07:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-09 07:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 12:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 12:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-09 12:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 13:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 13:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-09 13:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 18:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 18:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-09 18:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-09 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-09 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-09 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-10 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 07:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 07:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-10 07:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 12:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 12:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-10 12:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 13:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 13:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-10 13:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 18:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 18:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-10 18:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-10 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-10 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-10 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-11 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-11 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-11 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-11 07:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-11 07:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-11 07:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-11 12:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-11 12:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-11 12:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-11 13:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-11 13:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-11 13:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-11 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-11 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-11 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-12 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-12 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-12 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-12 07:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-12 07:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-12 07:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-12 13:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-12 13:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-12 13:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-12 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-12 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-12 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-13 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-13 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-13 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-13 07:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-13 07:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-13 07:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-13 13:12:01
"ICU Beds",317,270,42,85.2,14.8,2021-07-13 13:12:01
"Ventilators",419,124,295,29.6,70.4,2021-07-13 13:12:01
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-13 19:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-13 19:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-13 19:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-14 00:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-14 00:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-14 00:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-14 01:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-14 01:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-14 01:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-14 07:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-14 07:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-14 07:12:00
"All Hospital Beds",3081,2352,605,76.3,23.7,2021-07-14 13:12:00
"ICU Beds",317,270,42,85.2,14.8,2021-07-14 13:12:00
"Ventilators",419,124,295,29.6,70.4,2021-07-14 13:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-14 19:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-14 19:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-14 19:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-15 01:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-15 01:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-15 01:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-15 07:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-15 07:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-15 07:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-15 13:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-15 13:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-15 13:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-15 19:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-15 19:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-15 19:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-16 01:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-16 01:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-16 01:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-16 07:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-16 07:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-16 07:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-16 13:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-16 13:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-16 13:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-16 18:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-16 18:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-16 18:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-16 19:12:01
"ICU Beds",317,397,18,93.7,6.3,2021-07-16 19:12:01
"Ventilators",419,125,294,29.8,70.2,2021-07-16 19:12:01
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-17 01:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-17 01:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-17 01:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-17 07:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-17 07:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-17 07:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-17 13:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-17 13:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-17 13:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-17 18:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-17 18:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-17 18:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-17 19:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-17 19:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-17 19:12:00
"All Hospital Beds",3081,2516,447,81.7,18.3,2021-07-18 00:12:00
"ICU Beds",317,397,18,93.7,6.3,2021-07-18 00:12:00
"Ventilators",419,125,294,29.8,70.2,2021-07-18 00:12:00
